sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/,241,1844,159,14891,1594.9058236951937,0.0,0.7065749585143748,25.548340579574706,37025.79668049792
/css/anylinkmenu.css,38,96,2,883,173.61776440313787,0.0,0.11560412280808499,0.21630615166044026,1916.0
/js/anylinkmenu.js,38,143,2,2066,443.4332256645511,0.0,0.11560623300132035,1.4800758932102633,13110.0
/language_tmp/en.js,38,57,2,925,149.97022095907985,0.0,0.11560799155453198,0.5301710237696116,4696.0
/js/common.js,38,69,7,925,152.08216907180304,0.0,0.11560728812682729,4.835748996422258,42833.0
/js/AC_ActiveX.js,38,44,2,137,41.394126204215574,0.0,0.11560904671213955,0.2881194211029103,2552.0
/js/AC_RunActiveContent.js,38,24,2,108,30.65119646727263,0.0,0.11560869499079694,0.42687155835957347,3781.0
/images//world_map.gif,38,31,2,149,40.36550459512227,0.0,0.11561010188900822,0.13525478717092954,1198.0
/js/jquery.js,76,1111,6,12867,2988.0410515059466,0.0,0.21200743141838552,11.857509386907983,57272.0
/js/jquery.flash.js,38,75,2,1189,219.6564507843809,0.0,0.11560517789507309,0.9940464759434752,8805.0
/js/JavaScriptFlashGateway.js,38,51,2,599,109.88982142667079,0.0,0.11560482619727051,1.5118943676111782,13392.0
/js/login.js,38,33,2,336,61.0740264236861,0.0,0.11560517789507309,0.18006861205336092,1595.0
/images/spacer.gif,38,84,2,1160,217.30051188474906,0.0,0.11560552959501558,0.004854529074790693,43.0
/js/facebook.js,38,129,2,1686,335.18112790572667,0.0,0.11560552959501558,0.6042195257739486,5352.0
/css/pl_facebook.css,38,44,2,502,83.76593576424628,0.0,0.11560588129709799,0.41636180685907953,3688.0
/images/icon-abtus.gif,38,38,2,349,61.92586153514383,0.0,0.11560552959501558,0.0683020951220551,605.0
/images/PL-bbb-logo.gif,38,36,2,185,49.147553290675965,0.0,0.11561080535095486,0.3153329876418134,2793.0
/ga.js,189,223,6,12701,1284.935605949127,0.0,0.5198963508227566,12.762338447882454,25137.0
/images/surveyhead/fb-BG.png,38,409,207,1943,408.63241021228396,0.0,0.11237417050118881,0.3824452970670341,3485.0
/__utm.gif,189,163,4,13368,1235.765837335501,0.0,0.5204317656129529,0.017788195113723978,35.0
/quant.js,189,117,3,4823,537.9649740615986,0.0,0.5204188683505475,2.6757864666656572,5265.0
/pixel;r=1210992683;fpan=0;fpa=P0-662244094-1282886342605;ns=0;url=http%3A%2F%2Fwww.dev.stagesurveys.com%2F;ref=;ce=1;je=1;sr=1280x1024x16;enc=n;ogl=;dg=P14477-W-MS-7;dst=1;et=1282886605750;tzo=420;a=p-833T_QPdA5xtA,38,15,2,96,25.37640461841158,0.0,0.11248460736951786,0.003844688728450317,35.0
/js/api_lib/v0.4/FeatureLoader.js.php/en_US,189,75,3,2257,266.3745298684719,0.0,0.5201811000866968,9.351576046382815,18409.0
/bootstrap/7aef8cd3bbb8833043cfd92aa8c6f1db/bootstrap.js,38,18,2,155,36.06772638282863,0.0,0.1124513204152413,0.13529299487458718,1232.0
/connect.php/en_US/js/Api/CanvasUtil/Connect/XFBML,189,88,6,5866,457.27085056606643,0.0,0.5202670153465005,107.40871885967931,211404.0
/flash/CB_Cookie.swf,38,91,3,1459,247.65576256429398,0.0,0.11246496568338744,0.2652371993411921,2415.0
/connect.php/en_US/css/bookmark-button-css/connect-button-css/share-button-css/FB.Connect-css/connect-css,189,109,2,4414,475.5267396016187,0.0,0.5202398057771391,7.248302059592231,14267.0
/extern/login_status.php,189,302,18,7497,947.9968841038736,0.0,0.5201066631442512,0.02945916646715485,58.0
/rsrc.php/z6D2S/hash/c729bxo3.swf,38,12,3,124,22.356715203299444,0.0,0.11249026811167323,0.33527372878596357,3052.0
/flash/JavaScriptFlashGateway.swf,38,69,2,879,139.65096231046255,0.0,0.11220461397183663,0.19515275144906355,1781.0
/images/connect_sprite.png,38,69,2,766,191.05309736060374,0.0,0.11220461397183663,0.20994535192386624,1916.0
/index.php,51,29646,110,68417,26147.806440725933,0.0,0.14764762591302685,8.591986958878689,59589.13725490196
/dashboard.php,38,33939,547,72593,21189.33566608972,0.0,0.10686885504083515,7.2433420527538415,69404.52631578948
/js/dashboard.js,76,1718,3,23044,3763.920675982695,0.0,0.21067688264743226,2.0312625609161117,9873.0
